query_id,url_id,query_length,is_homepage,sig1,sig2,sig3,sig4,sig5,sig6,sig7,sig8,relevance
10044,61133,2,0,0.24,0.41,23,0,0,0,0.22,0.73,0
10044,61134,2,0,0.03,0.24,17,4,10,0,0.19,0.54,0
10044,61135,2,0,0.05,0.32,200,52,50,0,0.26,0.46,0
10044,61136,2,0,0.19,0.37,245,316,18,0,0.28,0.66,1
10044,61137,2,0,0.10,0.40,158,309,10,0,0.19,0.58,1
10045,61138,8,0,0.34,0.21,13,18,6,0,0.15,0.36,0
10046,61141,3,0,0.08,0.18,85,223,0,0,0.30,0.12,0
10046,61142,3,0,0.13,0.40,8,21,0,0,0.13,0.43,0
10046,61143,3,0,0.20,0.53,3371,424,454,0,0.42,0.88,0
10046,61144,3,0,0.07,0.54,31,55,8,0,0.27,0.75,0
10046,61145,3,0,0.05,0.54,119,267,8,0,0.22,0.91,1
10046,61146,3,0,0.22,0.50,19,61,0,0,0.23,0.70,0
10046,61147,3,0,0.21,0.58,25,19,8,0,0.25,0.18,1
10046,61148,3,0,0.03,0.45,306,451,22,0,0.30,0.63,0
10046,61149,3,0,0.27,0.46,7,4,4,0,0.33,0.65,1
10047,61150,4,0,0.32,0.19,192,91,30,0,0.26,0.86,0
10047,61151,4,0,0.07,0.00,269,123,64,0,0.16,0.29,0
10047,61152,4,0,0.29,0.22,633,1668,12,0,0.29,0.07,1
10047,61153,4,0,0.09,0.14,384,466,22,0,0.32,0.77,0
10047,61154,4,0,0.19,0.35,82,205,0,0,0.26,0.24,1
10048,61155,3,0,0.12,0.00,41,13,0,0,0.10,0.44,0
10048,61156,3,1,0.31,0.25,5,0,2,0,0.13,0.18,1
10049,61157,4,0,0.82,0.13,295,321,146,0,0.55,0.62,1
10050,61158,2,0,1.00,0.18,18,63,0,0,0.41,0.18,1
10050,61159,2,0,0.08,0.12,0,0,0,0,0.17,0.30,1
10050,61160,2,0,0.05,0.17,7,1,0,0,0.24,0.05,0
10050,61161,2,0,0.09,0.15,2,7,0,0,0.13,0.32,1
10050,61162,2,0,0.06,0.08,5,0,2,0,0.21,0.21,1
10050,61163,2,0,0.00,0.12,2,3,0,0,0.21,0.17,1
10050,61164,2,0,0.01,0.07,17,28,2,0,0.13,0.92,1
10050,61165,2,0,0.20,0.17,51,124,2,0,0.28,0.80,1
10051,30995,4,0,0.39,0.55,24334,1890,3694,0,0.42,0.45,1
10051,31025,4,1,0.31,0.33,97860,5571,9956,0,0.57,0.57,0
10051,61166,4,1,0.28,0.28,54,7,26,4,0.30,0.15,0
10052,61167,5,0,0.04,0.25,573,463,130,0,0.30,0.91,1
10052,61168,5,0,0.23,0.29,195,309,34,0,0.19,0.21,0
10052,61169,5,1,0.17,0.22,1457,294,152,0,0.33,0.18,1
10052,61170,5,0,0.04,0.50,3872,558,434,0,0.25,0.06,0
10052,61171,5,0,0.27,0.48,206,0,58,0,0.29,0.32,0
10052,61172,5,0,0.05,0.62,664,67,178,0,0.37,0.48,0
10052,61173,5,0,0.11,0.52,180,13,66,0,0.36,0.42,1
10052,61174,5,0,0.14,0.55,763,333,188,0,0.41,0.50,0
10052,61175,5,0,0.08,0.51,3298,0,624,0,0.35,0.66,1
10052,61176,5,0,0.17,0.60,4314,321,604,0,0.35,0.67,1
10053,61169,2,1,0.06,0.21,1513,285,174,0,0.35,0.19,1
10053,61170,2,0,0.28,0.56,3891,564,450,0,0.27,0.19,0
10053,61172,2,0,0.13,0.49,662,61,206,0,0.41,0.47,0
10053,61176,2,0,0.15,0.59,4292,316,654,0,0.37,0.67,1
10053,61177,2,0,0.00,0.28,2976,867,408,0,0.44,0.91,0
10053,61178,2,1,0.07,0.20,1023,408,326,0,0.18,0.25,1
10053,61179,2,0,0.31,0.70,950,48,132,0,0.22,0.40,0
10053,61180,2,0,0.10,0.52,10829,766,1280,0,0.36,0.63,1
10054,61181,2,0,0.06,0.11,278,493,12,0,0.32,0.32,0
10054,61182,2,0,0.08,0.04,205,441,12,0,0.28,0.27,0
10054,61183,2,0,0.09,0.23,0,0,0,0,0.18,0.11,0
10054,61184,2,0,0.04,0.16,173,397,18,0,0.27,0.36,1
10054,61185,2,0,0.05,0.26,19,54,0,0,0.19,0.29,0
10054,61186,2,0,0.12,0.39,7,19,2,0,0.07,0.79,0
10054,61187,2,0,0.02,0.28,652,1954,0,0,0.12,0.37,1
10054,61188,2,0,0.17,0.44,23,57,0,0,0.13,0.53,0
10054,61189,2,0,0.19,0.34,156,466,4,0,0.15,0.30,0
10055,61190,3,1,0.16,0.44,3892,295,700,0,0.48,0.25,0
10055,61191,3,0,0.07,0.12,162,246,46,0,0.46,0.22,0
10055,61192,3,1,0.13,0.31,3173,171,580,0,0.34,0.28,0
10055,61193,3,0,0.16,0.30,2145,0,532,0,0.47,0.32,0
10055,61194,3,1,0.09,0.38,1198,78,442,0,0.47,0.36,0
10055,61195,3,1,0.39,0.53,1434,0,372,0,0.39,0.25,1
10055,61240,3,0,0.07,0.11,1099,1342,182,0,0.39,0.80,0
10055,61241,3,1,0.23,0.36,6732,46,946,0,0.48,0.32,0
10056,61196,3,0,0.10,0.29,24,13,4,0,0.24,0.76,0
10056,61197,3,1,0.10,0.61,221,1,104,0,0.29,0.13,1
10056,61198,3,0,0.65,0.41,135,171,6,0,0.28,0.37,1
10056,61199,3,1,0.58,0.63,4153,600,648,2,0.53,0.37,1
10057,61200,3,0,0.34,0.27,157,378,38,0,0.30,0.76,0
10057,61201,3,0,0.16,0.29,141,46,40,0,0.32,0.32,1
10057,61202,3,0,0.12,0.34,89,18,42,0,0.30,0.73,0
10057,61203,3,0,0.20,0.19,164,46,34,0,0.26,0.78,0
10057,61204,3,0,0.25,0.37,357,3,64,0,0.12,0.75,0
10057,61205,3,0,0.05,0.29,55,0,24,0,0.27,0.80,0
10057,61206,3,0,0.18,0.51,3065,12,544,0,0.42,0.66,1
10058,61207,5,0,0.09,0.14,722,45,108,0,0.34,0.40,0
10058,61208,5,0,0.32,0.28,103,313,6,0,0.51,0.47,0
10058,61209,5,0,0.16,0.22,133,298,6,0,0.44,0.62,1
10058,61210,5,0,0.19,0.24,254,330,26,0,0.19,0.59,1
10058,61211,5,0,0.15,0.18,481,331,84,0,0.26,0.41,0
10058,61212,5,1,0.25,0.16,656,859,76,0,0.39,0.47,0
10058,61213,5,0,0.25,0.44,498,318,54,0,0.41,0.30,1
10058,61214,5,0,0.26,0.22,433,66,112,0,0.33,0.22,1
10058,61215,5,0,0.09,0.44,378,87,78,0,0.32,0.34,1
10059,61217,1,0,0.49,0.33,7547,1201,1114,0,0.39,0.92,0
10059,61218,1,0,0.22,0.12,8,22,0,0,0.04,0.46,0
10060,61219,4,0,0.30,0.01,19,28,0,0,0.25,0.75,1
10061,61220,1,0,0.09,0.25,381,802,52,3,0.25,0.88,0
10061,61221,1,1,0.13,0.17,361,286,50,0,0.25,0.09,0
10061,61222,1,0,0.16,0.22,1243,1075,114,0,0.38,0.54,0
10061,61223,1,1,0.15,0.43,9845,1243,3152,0,0.56,0.63,0
10061,61224,1,0,0.24,0.40,54,127,10,0,0.41,0.29,0
10061,61225,1,0,0.02,0.39,330,559,26,0,0.31,0.37,1
10061,61226,1,0,0.07,0.35,3014,2442,194,5,0.36,0.83,0
10061,61227,1,1,0.00,0.45,4047,133,996,0,0.33,0.36,1
10061,61228,1,1,0.56,0.62,4550,547,1170,28,0.38,0.27,1
10062,61229,1,0,0.07,0.44,74,9,50,0,0.15,0.21,0
10062,61230,1,0,0.12,0.43,542,15,96,0,0.37,0.21,1
10062,61231,1,0,0.15,0.34,1888,204,270,6,0.45,0.43,0
10062,61232,1,0,0.34,0.65,663,55,124,15,0.39,0.85,1
10062,61233,1,0,0.00,0.43,266,1,54,0,0.34,0.43,1
10062,61234,1,0,0.22,0.58,17333,61,1914,167,0.47,0.49,1
10063,61235,1,1,0.34,0.44,852,84,74,0,0.28,0.16,1
10063,61236,1,1,0.56,0.67,1287,85,188,0,0.37,0.28,1
10063,61237,1,1,0.64,0.64,530,597,8,1,0.25,0.34,0
10063,61238,1,0,0.04,0.44,214,253,8,0,0.28,0.19,0
10063,61239,1,1,0.29,0.61,1163,33,336,5,0.28,0.19,1
10064,61242,2,1,0.04,0.39,7814,622,1036,0,0.37,0.68,1
10064,61243,2,0,0.16,0.34,4845,304,210,6,0.49,0.56,0
10064,61244,2,0,0.15,0.38,1560,1107,198,6,0.27,0.36,0
10064,61245,2,1,0.06,0.40,5425,502,1390,0,0.52,0.35,1
10064,61246,2,0,0.23,0.55,1274,2097,332,1,0.35,0.73,1
10064,61247,2,0,0.08,0.37,3802,331,998,39,0.13,0.50,0
10064,61248,2,0,0.11,0.47,1020,364,144,9,0.42,0.43,0
10064,61295,2,0,0.11,0.21,313,189,94,4,0.48,0.47,0
10065,61249,2,1,0.05,0.53,9585,336,532,0,0.49,0.39,1
10065,61250,2,1,0.04,0.28,13524,13,316,29,0.36,0.25,0
10065,61251,2,0,0.09,0.37,8116,175,638,43,0.44,0.81,0
10065,61252,2,1,0.05,0.40,10791,190,338,4,0.44,0.23,1
10065,61253,2,1,0.07,0.34,8897,1372,1106,0,0.53,0.47,1
10065,61254,2,0,0.14,0.50,2062,391,208,4,0.44,0.42,0
10065,61255,2,0,0.40,0.73,3915,214,484,5,0.33,0.85,1
10066,61256,3,0,0.27,0.00,30,73,0,0,0.25,0.00,1
10067,61257,2,0,0.19,0.01,128,418,0,0,0.27,0.00,1
10067,61258,2,0,0.17,0.13,20,49,0,0,0.11,0.54,0
10067,61259,2,0,0.10,0.16,57,166,2,0,0.21,0.60,0
10067,61260,2,0,0.00,0.14,6,10,2,0,0.23,0.35,1
10067,61261,2,1,0.06,0.27,47,13,20,0,0.26,0.11,0
10068,61262,2,0,0.18,0.20,199,310,36,0,0.17,0.83,0
10068,61263,2,0,0.08,0.02,21,52,4,0,0.14,0.73,1
10068,61264,2,0,0.68,0.07,8,18,0,0,0.09,0.06,0
10068,61265,2,0,0.02,0.13,101,280,0,0,0.35,0.00,0
10068,61266,2,1,0.00,0.21,40,25,10,0,0.19,0.21,0
10069,61267,1,1,0.20,0.29,9583,2269,1008,3,0.52,0.57,1
10069,61268,1,1,0.30,0.39,7690,61,928,0,0.32,0.35,0
10069,61317,1,1,0.02,0.24,10868,402,974,13,0.52,0.41,0
10069,61318,1,0,0.19,0.55,7306,19,722,52,0.32,0.58,0
10069,61319,1,1,0.12,0.51,30359,9997,2752,23,0.55,0.63,0
10069,61320,1,0,0.29,0.57,9735,1959,1340,146,0.52,0.81,1
10069,61321,1,0,0.03,0.55,12858,8077,1448,23,0.65,0.69,1
10069,61322,1,1,0.40,0.40,82904,13839,14734,1645,0.64,0.68,1
10070,61272,1,0,0.17,0.13,1299,27,198,0,0.30,0.57,0
10070,61273,1,0,0.38,0.18,438,70,22,1,0.22,0.59,0
10070,61274,1,1,0.19,0.12,282,306,72,0,0.35,0.21,0
10070,61275,1,1,0.14,0.15,3775,999,504,0,0.40,0.33,0
10070,61276,1,0,0.28,0.43,85,135,20,1,0.36,0.71,0
10070,61277,1,0,0.27,0.44,264,367,40,1,0.42,0.67,1
10070,61278,1,0,0.45,0.65,300,324,28,1,0.22,0.65,1
10070,61279,1,0,0.08,0.49,916,292,118,7,0.53,0.88,0
10071,61280,4,0,0.06,0.19,3,0,4,0,0.10,0.38,0
10071,61281,4,0,0.38,0.37,3196,2256,20,0,0.34,0.51,0
10071,61282,4,0,0.15,0.56,45,0,24,0,0.39,0.43,0
10071,61283,4,1,0.37,0.65,4492,1833,674,0,0.45,0.38,1
10072,61284,2,1,0.14,0.45,2439,297,604,0,0.50,0.42,0
10072,61285,2,0,0.09,0.37,51,3,32,0,0.44,0.23,0
10072,61286,2,0,0.16,0.33,115,309,18,2,0.18,0.22,1
10072,61287,2,0,0.19,0.29,560,24,74,0,0.40,0.44,0
10072,61288,2,0,0.19,0.49,245,6,38,0,0.48,0.69,0
10072,61289,2,0,0.19,0.41,435,63,92,0,0.44,0.64,0
10072,61290,2,0,0.15,0.41,1619,259,272,0,0.46,0.84,0
10072,61291,2,0,0.21,0.42,1475,348,294,0,0.52,0.81,0
10073,61292,6,0,0.29,0.22,10,24,2,0,0.05,0.19,0
10073,61293,6,0,0.08,0.30,18,34,6,0,0.19,0.44,0
10073,61294,6,0,0.54,0.35,16,4,0,0,0.08,0.30,0
10074,61296,3,0,0.30,0.55,2,0,2,0,0.00,0.50,1
10074,61297,3,0,0.12,0.35,245,438,20,0,0.20,0.62,0
10074,61298,3,0,0.27,0.57,202,457,14,0,0.19,0.58,1
10074,61340,3,0,0.16,0.13,55,36,16,0,0.10,0.24,0
10074,61341,3,0,0.00,0.11,1,4,0,0,0.08,0.10,0
10074,61342,3,0,0.02,0.26,22,43,6,0,0.20,0.08,0
10075,61299,2,0,0.16,0.14,1,0,0,0,0.12,0.28,0
10075,61300,2,0,0.09,0.00,55,147,0,0,0.17,0.00,0
10075,61301,2,0,0.00,0.16,0,0,0,0,0.18,0.29,1
10075,61302,2,0,0.03,0.19,9,22,0,0,0.23,0.52,1
10076,61303,3,0,0.19,0.22,0,0,0,0,0.06,0.21,0
10076,61304,3,0,0.07,0.08,1,0,0,0,0.08,0.00,1
10076,61305,3,0,0.19,0.19,82,243,0,0,0.30,0.00,1
10077,61306,1,0,0.04,0.10,63,84,28,0,0.22,0.54,0
10077,61307,1,0,0.15,0.25,8,9,16,0,0.14,0.80,0
10077,61308,1,0,0.08,0.10,406,274,26,5,0.36,0.04,1
10077,61309,1,0,0.01,0.29,69,202,8,0,0.18,0.54,0
10077,61310,1,0,0.08,0.44,1047,918,88,0,0.34,0.31,1
10077,61311,1,1,0.45,0.56,8982,504,1196,84,0.46,0.49,1
10078,61312,3,1,0.09,0.27,396,0,68,2,0.27,0.11,0
10078,61313,3,1,0.12,0.29,275,1,40,1,0.36,0.12,0
10078,61314,3,1,0.08,0.22,101,3,66,0,0.29,0.15,0
10078,61315,3,0,0.22,0.47,316,415,72,0,0.31,0.19,1
10078,61316,3,1,0.40,0.46,5957,927,1116,67,0.53,0.21,1
10079,61306,2,0,0.04,0.21,64,115,24,0,0.16,0.51,0
10079,61307,2,0,0.14,0.15,9,7,14,0,0.24,0.76,0
10079,61308,2,0,0.02,0.12,384,301,46,2,0.32,0.06,1
10079,61309,2,0,0.07,0.12,70,169,0,0,0.27,0.57,0
10079,61310,2,0,0.06,0.31,1024,885,110,0,0.39,0.39,1
10079,61311,2,1,0.48,0.57,8946,438,1338,86,0.46,0.47,1
10080,53442,3,1,0.06,0.29,7094,360,804,0,0.34,0.27,0
10080,61323,3,0,0.24,0.27,381,310,36,0,0.18,0.71,1
10080,61324,3,0,0.23,0.40,488,136,126,0,0.19,0.50,0
10080,61325,3,0,0.10,0.38,420,852,30,0,0.41,0.45,0
10080,61326,3,0,0.10,0.41,95,286,16,0,0.30,0.82,0
10080,61327,3,0,0.06,0.50,101,115,34,0,0.44,0.85,0
10080,61328,3,0,0.04,0.47,767,1510,56,0,0.29,0.66,1
10080,61329,3,0,0.21,0.31,149,213,30,0,0.36,0.61,1
10080,61330,3,0,0.22,0.25,1748,750,104,2,0.43,0.79,0
10080,61331,3,0,0.09,0.39,3300,969,352,2,0.49,0.87,0
10081,61332,7,0,0.27,0.19,8,1,8,0,0.15,0.59,0
10081,61333,7,0,0.05,0.18,689,54,182,0,0.40,0.35,0
10081,61334,7,0,0.15,0.06,22,46,4,0,0.23,0.55,1
10081,61335,7,0,0.00,0.23,530,151,80,0,0.20,0.41,0
10081,61336,7,0,0.15,0.28,60,13,84,0,0.24,0.65,1
10081,61337,7,0,0.08,0.29,588,387,132,0,0.41,0.63,1
10081,61338,7,0,0.10,0.28,530,0,138,0,0.26,0.36,0
10081,61339,7,0,0.15,0.32,772,0,142,0,0.37,0.48,0
10082,61343,4,0,0.06,0.19,1623,1134,150,0,0.25,0.77,1
10082,61344,4,1,0.11,0.32,797,505,54,0,0.37,0.19,1
10082,61345,4,0,0.01,0.36,1993,400,138,0,0.30,0.89,1
10082,61346,4,0,0.32,0.57,503,216,122,0,0.29,0.76,1
10082,61391,4,0,0.23,0.18,87,54,26,0,0.37,0.55,1
10082,61392,4,0,0.06,0.05,1313,598,274,0,0.32,0.67,1
10082,61393,4,0,0.08,0.37,4,0,2,0,0.16,0.62,0
10083,61347,2,1,0.00,0.11,631,40,234,0,0.22,0.29,0
10083,61348,2,0,0.17,0.54,6,4,0,0,0.11,0.57,0
10083,61349,2,1,0.11,0.05,986,276,118,0,0.27,0.21,0
10083,61350,2,0,0.46,0.32,17,1,32,0,0.33,0.39,1
10083,61351,2,0,0.22,0.46,33,112,4,0,0.24,0.18,1
10083,61352,2,0,0.23,0.29,28,0,14,0,0.33,0.42,0
10083,61353,2,0,0.11,0.41,1566,588,50,0,0.37,0.55,0
10083,61354,2,0,0.22,0.34,1835,816,280,0,0.35,0.49,0
10084,61355,3,1,0.07,0.13,3,0,0,0,0.00,0.19,0
10084,61356,3,1,0.15,0.11,3,0,4,0,0.18,0.12,0
10084,61357,3,0,0.10,0.13,0,0,0,0,0.23,0.65,0
10084,61358,3,0,0.15,0.28,2,3,4,0,0.40,0.69,1
10084,61359,3,0,0.09,0.49,306,898,12,0,0.33,0.41,0
10084,61360,3,0,0.15,0.51,7,13,0,0,0.02,0.84,0
10085,61361,4,0,0.61,0.17,2,7,0,0,0.22,0.37,0
10085,61362,4,0,0.14,0.19,135,256,0,0,0.19,0.22,1
10085,61363,4,1,0.67,0.61,375,351,106,0,0.15,0.17,1
10086,61364,1,1,0.04,0.17,712,1050,76,0,0.42,0.30,0
10086,61365,1,0,0.03,0.11,112,330,20,0,0.41,0.61,0
10086,61366,1,0,0.40,0.14,1049,414,32,0,0.37,0.42,1
10086,61367,1,0,0.12,0.22,89,51,10,0,0.45,0.76,0
10086,61368,1,0,0.62,0.44,382,568,34,0,0.30,0.34,1
10086,61419,1,0,0.11,0.30,1979,2841,112,9,0.40,0.41,1
10086,61420,1,1,0.47,0.72,10698,3829,1070,103,0.35,0.40,1
10087,61369,1,0,0.24,0.64,154,76,50,2,0.41,0.22,1
10087,61370,1,0,0.08,0.50,198,276,54,4,0.37,0.66,1
10087,61371,1,0,0.20,0.37,449,789,68,0,0.36,0.56,0
10087,61372,1,0,0.11,0.32,1061,300,276,6,0.41,0.65,1
10087,61373,1,0,0.21,0.46,24451,184,130,13,0.38,0.88,1
10087,61374,1,1,0.05,0.32,620,46,254,15,0.28,0.26,1
10087,61375,1,0,0.03,0.44,221,331,54,0,0.37,0.46,1
10087,61376,1,0,0.14,0.45,829,679,170,10,0.37,0.46,1
10088,22321,2,1,0.14,0.64,7976,2442,1808,0,0.58,0.46,0
10088,22322,2,1,0.28,0.55,1898,1383,290,0,0.33,0.56,1
10088,61377,2,0,0.54,0.49,21,30,18,0,0.35,0.68,1
10088,61378,2,0,0.22,0.61,1370,564,288,0,0.33,0.45,1
10088,61379,2,0,0.21,0.48,339,0,134,0,0.46,0.75,1
10088,61380,2,0,0.25,0.48,2575,1242,310,0,0.32,0.48,1
10088,61381,2,0,0.00,0.45,62,0,58,0,0.38,0.61,1
10088,61382,2,0,0.27,0.59,4215,267,522,8,0.36,0.61,1
10089,61383,2,1,0.00,0.36,2486,3069,76,1,0.43,0.67,0
10089,61384,2,1,0.33,0.66,2193,1140,112,1,0.40,0.55,0
10089,61385,2,1,0.79,0.73,5626,5563,170,3,0.56,0.65,0
10089,61386,2,0,0.17,0.43,1424,1584,152,6,0.56,0.85,1
10089,61387,2,1,0.51,0.66,7894,4906,318,2,0.54,0.62,0
10089,61388,2,1,0.06,0.30,8410,4372,494,9,0.55,0.51,0
10089,61389,2,0,0.42,0.62,5837,5934,256,11,0.51,0.54,0
10089,61390,2,1,0.37,0.72,18020,9214,2736,307,0.51,0.54,1
10090,61394,2,0,0.26,0.50,233,604,0,0,0.27,0.20,0
10090,61395,2,1,0.45,0.61,1575,267,166,6,0.28,0.14,1
10090,61436,2,0,0.30,0.23,25,69,6,3,0.17,0.32,0
10090,61437,2,0,0.22,0.35,6,6,2,0,0.13,0.35,1
10090,61438,2,0,0.25,0.54,64,34,60,0,0.31,0.38,1
10091,61395,2,1,0.17,0.35,1559,316,150,0,0.28,0.27,1
10091,61396,2,0,0.17,0.21,103,40,46,0,0.41,0.34,1
10091,61397,2,1,0.14,0.35,1824,483,140,0,0.41,0.14,1
10091,61398,2,1,0.17,0.28,3454,670,130,1,0.36,0.11,1
10091,61399,2,1,0.17,0.32,85,21,34,0,0.23,0.41,1
10091,61400,2,1,0.17,0.42,2358,570,192,1,0.44,0.35,1
10091,61401,2,0,0.16,0.55,818,2161,56,0,0.38,0.64,0
10091,61402,2,1,0.03,0.27,3942,895,350,2,0.38,0.34,1
10091,61403,2,1,0.20,0.44,2319,592,152,1,0.29,0.19,1
10091,61404,2,1,0.05,0.33,2736,6,268,18,0.25,0.28,1
10092,61405,2,1,0.22,0.52,1676,856,138,8,0.18,0.18,0
10092,61406,2,0,0.11,0.56,1589,31,176,10,0.28,0.69,1
10092,61407,2,0,0.02,0.51,2395,937,402,10,0.43,0.55,1
10092,61408,2,1,0.08,0.38,2188,387,552,27,0.40,0.38,1
10092,61409,2,0,0.07,0.44,1277,28,344,13,0.53,0.42,1
10092,61410,2,0,0.23,0.55,3372,432,464,21,0.44,0.91,0
10092,61411,2,1,0.20,0.40,727,67,138,7,0.24,0.15,1
10092,61412,2,0,0.36,0.54,1300,409,250,12,0.31,0.43,1
10093,14096,1,1,0.04,0.33,2691,24,632,8,0.37,0.43,0
10093,61413,1,0,0.25,0.35,561,396,66,4,0.48,0.75,1
10093,61414,1,1,0.20,0.63,9951,492,1274,47,0.47,0.39,0
10093,61415,1,0,0.16,0.75,1656,574,370,15,0.31,0.44,0
10093,61416,1,1,0.47,0.61,7840,978,1500,147,0.37,0.48,1
10093,61417,1,1,0.23,0.62,26498,1261,3602,392,0.52,0.45,1
10094,61418,2,1,0.06,0.01,1501,198,102,0,0.25,0.21,1
10094,61668,2,0,0.17,0.08,41,30,10,0,0.21,0.35,1
10094,61669,2,0,0.36,0.26,102,325,4,0,0.25,0.14,0
10094,61670,2,0,1.00,0.61,490,1257,30,0,0.21,0.37,1
10094,61671,2,1,0.25,0.55,8997,1599,1538,0,0.37,0.33,1
10095,61364,3,1,0.14,0.06,688,1057,76,0,0.31,0.34,1
10095,61365,3,0,0.15,0.18,120,310,18,0,0.27,0.60,0
10095,61366,3,0,0.12,0.04,1057,367,44,0,0.48,0.48,0
10095,61367,3,0,0.05,0.24,98,61,16,1,0.37,0.81,1
10095,61368,3,0,0.52,0.63,335,583,40,1,0.22,0.50,0
10095,61419,3,0,0.08,0.52,2034,2776,132,7,0.33,0.46,0
10095,61420,3,1,0.46,0.72,10695,3838,1112,105,0.53,0.42,1
10095,61421,3,0,0.02,0.07,5,9,12,0,0.11,0.35,0
10096,61422,4,1,0.36,0.33,591,42,144,0,0.18,0.12,0
10096,61423,4,1,0.46,0.36,100,135,16,0,0.08,0.17,0
10096,61424,4,1,0.40,0.26,33,0,16,0,0.26,0.14,1
10096,61425,4,1,0.10,0.21,1056,358,128,0,0.20,0.11,0
10096,61426,4,1,0.59,0.39,61,76,26,0,0.21,0.06,1
10096,61427,4,0,0.27,0.53,84,252,0,0,0.27,0.58,1
10096,61428,4,0,0.32,0.62,48,141,2,0,0.24,0.60,1
10096,61429,4,1,0.29,0.49,332,154,22,0,0.24,0.23,0
10097,61430,4,1,0.91,0.27,6,13,6,0,0.06,0.16,0
10097,61431,4,1,0.93,0.27,228,10,26,0,0.10,0.13,0
10097,61432,4,0,0.48,0.42,14,21,4,0,0.16,0.41,1
10097,61433,4,0,0.22,0.16,21,60,4,0,0.27,0.45,1
10097,61434,4,1,0.94,0.41,262,0,36,0,0.13,0.17,0
10097,61435,4,0,0.41,0.46,18,39,2,0,0.30,0.69,1
10098,61439,4,1,0.66,0.76,7813,438,2384,0,0.47,0.46,1
10098,61440,4,0,0.06,0.20,108,291,8,0,0.16,0.65,0
10098,61441,4,0,0.53,0.05,274,748,24,0,0.35,0.76,1
10098,61443,4,0,0.91,0.56,1131,328,218,0,0.34,0.36,0
10098,61486,4,1,0.31,0.19,16183,556,3326,0,0.59,0.45,0
10098,61487,4,0,0.05,0.22,272,555,12,0,0.21,0.80,1
10098,61488,4,0,0.17,0.28,412,921,24,0,0.29,0.81,1
10099,61439,3,1,0.66,0.55,7878,445,2400,207,0.58,0.44,1
10099,61440,3,0,0.12,0.27,106,306,10,0,0.25,0.49,1
10099,61441,3,0,0.07,0.20,300,792,14,1,0.34,0.73,1
10099,61442,3,0,0.16,0.24,149,67,28,0,0.33,0.74,1
10099,61443,3,0,0.20,0.53,1110,324,210,4,0.15,0.37,0
10100,61444,2,0,0.15,0.15,14,39,0,0,0.11,0.39,0
10100,61445,2,0,0.52,0.07,6,0,4,0,0.24,0.28,0
10100,61446,2,0,0.03,0.04,15,57,0,0,0.29,0.60,0
10100,61447,2,0,0.11,0.24,22,54,4,0,0.14,0.62,0
10100,61448,2,0,0.20,0.26,3,0,0,0,0.17,0.69,0
10101,61449,7,0,0.59,0.12,2,0,0,0,0.41,0.78,0
10102,61450,1,0,0.16,0.23,165,352,0,0,0.19,0.40,0
10102,61451,1,0,0.16,0.19,209,330,42,3,0.28,0.54,1
10102,61452,1,0,0.07,0.25,122,234,8,3,0.21,0.57,1
10102,61453,1,0,0.15,0.52,149,136,28,2,0.43,0.78,0
10102,61454,1,0,0.32,0.53,1590,847,136,0,0.31,0.85,0
10102,61455,1,0,0.24,0.60,4548,999,324,37,0.54,0.23,1
10102,61456,1,0,0.11,0.44,1253,0,176,10,0.42,0.34,1
10102,61457,1,1,0.55,0.65,6902,282,908,77,0.49,0.39,1
10103,61458,2,1,0.43,0.22,525,31,192,0,0.36,0.34,1
10104,61459,3,0,0.05,0.23,21,25,4,0,0.19,0.48,0
10104,61460,3,0,0.14,0.27,5,0,4,0,0.23,0.50,0
10104,61461,3,0,0.16,0.30,103,21,30,0,0.34,0.41,1
10104,61462,3,0,0.10,0.31,23,0,20,0,0.34,0.52,1
10104,61463,3,0,0.25,0.26,11,3,6,0,0.25,0.52,1
10104,61464,3,0,0.10,0.23,3156,939,434,0,0.40,0.79,1
10104,61513,3,0,0.20,0.42,39,126,0,0,0.09,0.85,0
10104,61514,3,0,0.12,0.15,33,3,6,0,0.31,0.42,1
10105,61470,5,0,0.43,0.08,0,0,0,0,0.14,0.81,0
10105,61471,5,0,0.26,0.21,39,103,8,0,0.12,0.58,0
10105,61472,5,0,0.08,0.03,1,3,0,0,0.15,0.40,0
10105,61473,5,0,0.51,0.07,17,76,0,0,0.22,0.45,1
10105,61474,5,1,0.67,0.60,93,21,32,0,0.22,0.16,1
10106,61475,6,0,0.45,0.25,265,346,6,0,0.26,0.06,0
10106,61476,6,0,0.27,0.26,564,88,106,0,0.23,0.56,0
10106,61477,6,0,0.19,0.14,48,157,0,0,0.18,0.52,0
10106,61478,6,0,0.18,0.38,17,58,0,0,0.22,0.07,0
10106,61479,6,0,0.34,0.46,259,124,28,0,0.35,0.84,0
10107,61480,5,0,0.10,0.10,51,127,2,0,0.20,0.42,0
10107,61481,5,0,0.03,0.15,15,24,2,0,0.09,0.37,1
10107,61482,5,0,0.18,0.24,18,70,2,0,0.21,0.64,0
10107,61483,5,0,0.20,0.16,69,153,0,0,0.23,0.38,1
10107,61484,5,0,0.19,0.46,25,0,54,0,0.23,0.33,1
10107,61485,5,1,0.48,0.43,629,3,336,0,0.36,0.22,1
10108,61374,1,1,0.12,0.29,669,40,242,18,0.28,0.20,0
10108,61376,1,0,0.21,0.49,792,682,132,14,0.44,0.47,1
